Location,Trait Stack,Input Type,GENCD Planted,Marker Strategy,Traits,Trait Number,Total Embryos,Total Flats,Total Rows,Total Pots,Samples,Hit Pick,Estimated Endpoint Datapoints,Estimated RT Datapoints,Output Type,GENCD Harvested,Handoff Generation,Self,Backcross,Stack,Seg Out,Handoff,Sample Destination,Sample Days After Planting,Transplant Days After Planting,Pot Days After Planting,Pollination Days After Planting,Replant Days After Planting,Traits in Seg,Traits in Stack
Becks,WE,embryo,B2,90-48-48,5307;MIR604;TC1507,3,564,13,4,28,198,48,8274,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,embryo,B3,90-48-48,5307;MIR604;TC1507,3,564,13,4,28,198,48,8274,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,embryo,F2,90-48-48,5307;MIR604;TC1507,3,1734,73,5,26,1274,0,0,11466,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,WE,seed,F1,90-48-48,5307;MIR604;TC1507,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,seed,B1,90-48-48,5307;MIR604;TC1507,3,973,29,7,42,469,90,15807,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,seed,B2,90-48-48,5307;MIR604;TC1507,3,564,17,4,28,264,48,8472,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,seed,B3,90-48-48,5307;MIR604;TC1507,3,564,17,4,28,264,48,8472,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,seed,F2,90-48-48,5307;MIR604;TC1507,3,1734,73,5,26,1274,0,0,11466,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,WE,seed,NS,90-90,5307;MIR604;TC1507,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,embryo,F1,90-90,5307;MIR604;TC1507,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,embryo,F2,90-90,5307;MIR604;TC1507,3,1734,56,5,26,1274,0,0,11466,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,WE,embryo,B1,90-90,5307;MIR604;TC1507,3,973,17,7,42,352,90,15456,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,embryo,B2,90-90,5307;MIR604;TC1507,3,973,17,7,42,352,90,15456,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,seed,F1,90-90,5307;MIR604;TC1507,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,seed,F2,90-90,5307;MIR604;TC1507,3,1734,73,5,26,1274,0,0,11466,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,WE,seed,B1,90-90,5307;MIR604;TC1507,3,973,29,7,42,469,90,15807,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,seed,B2,90-90,5307;MIR604;TC1507,3,973,29,7,42,469,90,15807,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,seed,NS,90-90-90,5307;MIR604;TC1507,3,18,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,embryo,F1,90-90-90,5307;MIR604;TC1507,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,embryo,F2,90-90-90,5307;MIR604;TC1507,3,1734,73,5,26,1274,0,0,11466,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,WE,embryo,B1,90-90-90,5307;MIR604;TC1507,3,973,22,7,42,352,90,15456,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,embryo,B2,90-90-90,5307;MIR604;TC1507,3,973,22,7,42,352,90,15456,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,embryo,B3,90-90-90,5307;MIR604;TC1507,3,973,22,7,42,352,90,15456,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,seed,F1,90-90-90,5307;MIR604;TC1507,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,seed,F2,90-90-90,5307;MIR604;TC1507,3,1734,73,5,26,1274,0,0,11466,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,WE,seed,B1,90-90-90,5307;MIR604;TC1507,3,973,29,7,42,469,90,15807,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,seed,B2,90-90-90,5307;MIR604;TC1507,3,973,29,7,42,469,90,15807,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,WE,seed,B3,90-90-90,5307;MIR604;TC1507,3,973,29,7,42,469,90,15807,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,NS,24-48-48,5307;MIR604;MON89034,3,18,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,F1,24-48-48,5307;MIR604;MON89034,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,B1,24-48-48,5307;MIR604;MON89034,3,323,14,3,20,216,24,4488,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,B2,24-48-48,5307;MIR604;MON89034,3,564,24,4,28,396,48,8868,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,B3,24-48-48,5307;MIR604;MON89034,3,564,24,4,28,396,48,8868,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,F2,24-48-48,5307;MIR604;MON89034,3,1734,97,5,26,1698,0,0,15282,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,XA,seed,F1,24-48-48,5307;MIR604;MON89034,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,B1,24-48-48,5307;MIR604;MON89034,3,323,18,3,20,287,24,4701,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,B2,24-48-48,5307;MIR604;MON89034,3,564,32,4,28,528,48,9264,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,B3,24-48-48,5307;MIR604;MON89034,3,564,32,4,28,528,48,9264,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,F2,24-48-48,5307;MIR604;MON89034,3,1734,97,5,26,1698,0,0,15282,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,XA,seed,NS,30-60-30,5307;MIR604;MON89034,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,F1,30-60-30,5307;MIR604;MON89034,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,B1,30-60-30,5307;MIR604;MON89034,3,384,17,3,22,261,30,5583,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,B2,30-60-30,5307;MIR604;MON89034,3,682,29,5,32,485,60,11055,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,B3,30-60-30,5307;MIR604;MON89034,3,384,17,3,22,261,30,5583,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,F2,30-60-30,5307;MIR604;MON89034,3,1734,97,5,26,1698,0,0,15282,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,XA,seed,F1,30-60-30,5307;MIR604;MON89034,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,B1,30-60-30,5307;MIR604;MON89034,3,384,22,3,22,348,30,5844,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,B2,30-60-30,5307;MIR604;MON89034,3,682,38,5,32,646,60,11538,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,B3,30-60-30,5307;MIR604;MON89034,3,384,22,3,22,348,30,5844,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,F2,30-60-30,5307;MIR604;MON89034,3,1734,97,5,26,1698,0,0,15282,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,XA,seed,NS,30-60-60,5307;MIR604;MON89034,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,F1,30-60-60,5307;MIR604;MON89034,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,B1,30-60-60,5307;MIR604;MON89034,3,384,17,3,22,261,30,5583,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,B2,30-60-60,5307;MIR604;MON89034,3,682,29,5,32,485,60,11055,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,B3,30-60-60,5307;MIR604;MON89034,3,682,29,5,32,485,60,11055,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,F2,30-60-60,5307;MIR604;MON89034,3,1734,97,5,26,1698,0,0,15282,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,XA,seed,F1,30-60-60,5307;MIR604;MON89034,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,B1,30-60-60,5307;MIR604;MON89034,3,384,22,3,22,348,30,5844,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,B2,30-60-60,5307;MIR604;MON89034,3,682,38,5,32,646,60,11538,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,B3,30-60-60,5307;MIR604;MON89034,3,682,38,5,32,646,60,11538,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,F2,30-60-60,5307;MIR604;MON89034,3,1734,97,5,26,1698,0,0,15282,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,XA,seed,NS,45-90,5307;MIR604;MON89034,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,F1,45-90,5307;MIR604;MON89034,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,B1,45-90,5307;MIR604;MON89034,3,535,23,4,27,375,45,8325,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,B2,45-90,5307;MIR604;MON89034,3,973,42,7,42,703,90,16509,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,F2,45-90,5307;MIR604;MON89034,3,1734,97,5,26,1698,0,0,15282,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,XA,seed,F1,45-90,5307;MIR604;MON89034,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,B1,45-90,5307;MIR604;MON89034,3,535,30,4,27,499,45,8697,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,B2,45-90,5307;MIR604;MON89034,3,973,55,7,42,937,90,17211,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,F2,45-90,5307;MIR604;MON89034,3,1734,97,5,26,1698,0,0,15282,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,XA,seed,NS,48-48,5307;MIR604;MON89034,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,F1,48-48,5307;MIR604;MON89034,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,B1,48-48,5307;MIR604;MON89034,3,323,14,3,20,216,24,4488,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,B2,48-48,5307;MIR604;MON89034,3,564,24,4,28,396,48,8868,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,F2,48-48,5307;MIR604;MON89034,3,1734,97,5,26,1698,0,0,15282,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,XA,seed,F1,48-48,5307;MIR604;MON89034,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,B1,48-48,5307;MIR604;MON89034,3,323,18,3,20,287,24,4701,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,B2,48-48,5307;MIR604;MON89034,3,564,32,4,28,528,48,9264,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,F2,48-48,5307;MIR604;MON89034,3,1734,97,5,26,1698,0,0,15282,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,XA,seed,NS,90-90,5307;MIR604;MON89034,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,F1,90-90,5307;MIR604;MON89034,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,F2,90-90,5307;MIR604;MON89034,3,1734,73,5,26,1698,0,0,15282,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,XA,embryo,B1,90-90,5307;MIR604;MON89034,3,973,32,7,42,703,90,16509,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,B2,90-90,5307;MIR604;MON89034,3,973,32,7,42,703,90,16509,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,F1,90-90,5307;MIR604;MON89034,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,F2,90-90,5307;MIR604;MON89034,3,1734,97,5,26,1698,0,0,15282,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,XA,seed,B1,90-90,5307;MIR604;MON89034,3,973,55,7,42,937,90,17211,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,B2,90-90,5307;MIR604;MON89034,3,973,55,7,42,937,90,17211,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,NS,90-90-90,5307;MIR604;MON89034,3,18,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,F1,90-90-90,5307;MIR604;MON89034,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,F2,90-90-90,5307;MIR604;MON89034,3,1734,97,5,26,1698,0,0,15282,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,XA,embryo,B1,90-90-90,5307;MIR604;MON89034,3,973,42,7,42,703,90,16509,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,B2,90-90-90,5307;MIR604;MON89034,3,973,42,7,42,703,90,16509,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,embryo,B3,90-90-90,5307;MIR604;MON89034,3,973,42,7,42,703,90,16509,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,F1,90-90-90,5307;MIR604;MON89034,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,F2,90-90-90,5307;MIR604;MON89034,3,1734,97,5,26,1698,0,0,15282,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,XA,seed,B1,90-90-90,5307;MIR604;MON89034,3,973,55,7,42,937,90,17211,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,B2,90-90-90,5307;MIR604;MON89034,3,973,55,7,42,937,90,17211,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,XA,seed,B3,90-90-90,5307;MIR604;MON89034,3,973,55,7,42,937,90,17211,0,embryo,F2,F3,TRUE,FALSE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,seed,NS,24-48-48,Bt11;GA21;MIR162,3,18,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,embryo,F1,24-48-48,Bt11;GA21;MIR162,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,embryo,B1,24-48-48,Bt11;GA21;MIR162,3,323,4,3,20,36,24,3948,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,embryo,B2,24-48-48,Bt11;GA21;MIR162,3,564,6,4,28,66,48,7878,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,embryo,B3,24-48-48,Bt11;GA21;MIR162,3,564,6,4,28,66,48,7878,0,embryo,F2,F3,TRUE,FALSE,FALSE,TRUE,FALSE,"Slater, Iowa",12,5,30,52,95,BT11;GA21,
Becks,ZL,embryo,F2,24-48-48,Bt11;GA21;MIR162,3,1734,56,5,26,957,0,0,8613,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,ZL,seed,F1,24-48-48,Bt11;GA21;MIR162,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,seed,B1,24-48-48,Bt11;GA21;MIR162,3,323,6,3,20,72,24,4056,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,seed,B2,24-48-48,Bt11;GA21;MIR162,3,564,10,4,28,132,48,8076,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,seed,B3,24-48-48,Bt11;GA21;MIR162,3,564,10,4,28,132,48,8076,0,embryo,F2,F3,TRUE,FALSE,FALSE,TRUE,FALSE,"Slater, Iowa",12,5,30,52,95,BT11;GA21,
Becks,ZL,seed,F2,24-48-48,Bt11;GA21;MIR162,3,1734,56,5,26,956,0,0,8604,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,ZL,seed,NS,30-60-30,Bt11;GA21;MIR162,3,18,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,embryo,F1,30-60-30,Bt11;GA21;MIR162,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,embryo,B1,30-60-30,Bt11;GA21;MIR162,3,384,5,3,22,44,30,4932,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,embryo,B2,30-60-30,Bt11;GA21;MIR162,3,682,7,5,32,81,60,9843,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,embryo,B3,30-60-30,Bt11;GA21;MIR162,3,384,5,3,22,44,30,4932,0,embryo,F2,F3,TRUE,FALSE,FALSE,TRUE,FALSE,"Slater, Iowa",12,5,30,52,95,BT11;GA21,
Becks,ZL,embryo,F2,30-60-30,Bt11;GA21;MIR162,3,1734,56,5,26,957,0,0,8613,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,ZL,seed,F1,30-60-30,Bt11;GA21;MIR162,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,seed,B1,30-60-30,Bt11;GA21;MIR162,3,384,7,3,22,87,30,5061,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,seed,B2,30-60-30,Bt11;GA21;MIR162,3,682,11,5,32,162,60,10086,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,seed,B3,30-60-30,Bt11;GA21;MIR162,3,384,7,3,22,87,30,5061,0,embryo,F2,F3,TRUE,FALSE,FALSE,TRUE,FALSE,"Slater, Iowa",12,5,30,52,95,BT11;GA21,
Becks,ZL,seed,F2,30-60-30,Bt11;GA21;MIR162,3,1734,56,5,26,956,0,0,8604,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
Becks,ZL,seed,NS,30-60-60,Bt11;GA21;MIR162,3,16,2,3,8,2,0,4000,0,embryo,F1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,embryo,F1,30-60-60,Bt11;GA21;MIR162,3,43,3,3,8,7,0,21,0,embryo,B1,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,embryo,B1,30-60-60,Bt11;GA21;MIR162,3,384,5,3,22,44,30,4932,0,embryo,B2,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,embryo,B2,30-60-60,Bt11;GA21;MIR162,3,682,7,5,32,81,60,9843,0,embryo,B3,F3,FALSE,TRUE,FALSE,FALSE,FALSE,"Slater, Iowa",12,5,30,52,95,,
Becks,ZL,embryo,B3,30-60-60,Bt11;GA21;MIR162,3,682,7,5,32,81,60,9843,0,embryo,F2,F3,TRUE,FALSE,FALSE,TRUE,FALSE,"Slater, Iowa",12,5,30,52,95,BT11;GA21,
Becks,ZL,embryo,F2,30-60-60,Bt11;GA21;MIR162,3,1734,56,5,26,957,0,0,8613,seed,F3,F3,TRUE,FALSE,FALSE,FALSE,TRUE,"Slater, Iowa",12,,30,52,135,,
